iter	RMSE
783	0.04423091895
784	0.04414920368
785	0.04411205408
786	0.04409797655
787	0.04403097216
788	0.04402795833
789	0.04395244771
790	0.04389000186
791	0.04384697728
792	0.04384491935
793	0.04380770465
794	0.04374341791
795	0.04362244344
796	0.0435635402
797	0.04351089951
798	0.04350860334
799	0.04344064627
800	0.04338907746
801	0.04333980906
802	0.04328766116
803	0.04325826475
804	0.04322988681
805	0.04315662182
806	0.04308803877
807	0.0430346964
808	0.04302370434
809	0.04302181666
810	0.04297164456
811	0.04292225
812	0.04285445828
813	0.04280868948
814	0.04279255871
815	0.04275492966
816	0.04269906278
817	0.04265203556
818	0.04264986871
819	0.04258888987
820	0.04252015521
821	0.04247944587
822	0.0424239092
823	0.04237460388
824	0.04233813349
825	0.04228102042
826	0.04221070238
827	0.04218878588
828	0.04211136304
829	0.0421095685
830	0.0420462828
831	0.0420021963
832	0.04195395372
833	0.04191175554
834	0.04190850748
835	0.04183994496
836	0.04175529917
837	0.04167524266
838	0.04163749612
839	0.04160462736
840	0.04155283752
841	0.04153161885
842	0.04149507757
843	0.04143961935
844	0.04136401449
845	0.04130433935
846	0.04125754037
847	0.04121545746
848	0.04112486584
849	0.04106440065
850	0.04106227545
851	0.04100807218
852	0.04095567862
853	0.04093143363
854	0.04089117731
855	0.04085856317
856	0.0408569115
857	0.04082897363
858	0.04082643448
859	0.04082431917
860	0.04082239469
861	0.04080850826
862	0.04076238344
863	0.04068900728
864	0.04065459689
865	0.04060792746
866	0.04052823032
867	0.0404669069
868	0.04040742163
869	0.04040568354
870	0.04034719729
871	0.04031448201
872	0.04031229399
873	0.0402638245
874	0.04023854406
875	0.04018365703
876	0.04012614706
877	0.0400742139
878	0.04002523911
879	0.03998338447
880	0.03995092413
881	0.03990786162
882	0.03986632634
883	0.0398139122
884	0.03974271641
885	0.03971256327
886	0.03963942457
887	0.03961194316
888	0.03956629667
889	0.03956485093
890	0.03950104443
891	0.03944847324
892	0.0394446791
893	0.03944277396
894	0.03937681604
895	0.03933336514
896	0.03931581252
897	0.03925928795
898	0.03924555402
899	0.03918023538
900	0.03915293261
901	0.03909509346
902	0.03909331601
903	0.0390234384
904	0.03897250198
905	0.03897071525
906	0.03892975965
907	0.03889308107
908	0.03886764459
909	0.03884157183
910	0.03880083642
911	0.03872164158
912	0.03867278371
913	0.03863438263
914	0.038590014
915	0.03858797211
916	0.03855199987
917	0.03851607325
918	0.03846631519
919	0.03844377507
920	0.03839117525
921	0.03837322199
922	0.03837202306
923	0.03835155029
924	0.0383228437
925	0.03828979748
926	0.03822852158
927	0.03819585706
928	0.03814610537
929	0.03810478309
930	0.0380809188
931	0.03803315361
932	0.03798790223
933	0.03796052416
934	0.03792392665
935	0.03788316711
936	0.03785144569
937	0.03782292812
938	0.03782142165
939	0.0378058271
940	0.03775796108
941	0.03775659444
942	0.03768901184
943	0.03763782007
944	0.03763576345
945	0.03755739785
946	0.03748515375
947	0.03743270767
948	0.03743088564
949	0.03737040071
950	0.03732555468
951	0.0372521606
952	0.03723555233
953	0.03715513257
954	0.03712196014
955	0.03705956674
956	0.03700523623
957	0.03694292531
958	0.03692683639
959	0.03690632367
960	0.03690462251
961	0.03689060656
962	0.0368463774
963	0.03679531874
964	0.03679336207
965	0.03672793034
966	0.03668048552
967	0.03664337451
968	0.03662972387
969	0.03661475794
970	0.03658976131
971	0.03655913519
972	0.03650792517
973	0.03650643925
974	0.03644993105
975	0.03641934696
976	0.03636010065
977	0.03630206082
978	0.03623306092
979	0.03619003095
980	0.0361273284
981	0.03606986481
982	0.03602195541
983	0.0359689788
984	0.0359442042
985	0.03588479495
986	0.0358836864
987	0.03585039168
988	0.03581391801
989	0.03577356657
990	0.03573838618
991	0.03569687773
992	0.03565401831
993	0.03560567391
994	0.03556685515
995	0.03551957202
996	0.03546937846
997	0.03543788484
998	0.03542997929
999	0.03542866003
